user_id,ad_version,clicked,device_type,region,gender,age_group,conversion,date
1126,Babar,0,Mobile,Islamabad,Male,35-44,0,9/5/2025
1127,Mahira,0,Desktop,Lahore,Female,35-44,0,9/7/2025
1128,Mahira,0,Tablet,Karachi,Female,18-24,0,9/17/2025
1129,Babar,0,Mobile,Lahore,Female,25-34,0,9/28/2025
1130,Babar,0,Tablet,Islamabad,Female,18-24,0,9/5/2025
1131,Mahira,0,Mobile,Karachi,Female,18-24,0,9/24/2025
1132,Babar,0,Tablet,Karachi,Male,35-44,0,9/18/2025
1133,Babar,1,Tablet,Lahore,Male,35-44,0,9/23/2025
1134,Mahira,0,Mobile,Karachi,Female,35-44,0,9/27/2025
1135,Mahira,1,Mobile,Karachi,Female,35-44,0,9/16/2025
1136,Babar,0,Tablet,Lahore,Male,18-24,0,9/24/2025
1137,Babar,0,Tablet,Islamabad,Female,25-34,0,9/14/2025
1138,Babar,0,Mobile,Karachi,Female,25-34,0,9/8/2025
1139,Babar,0,Desktop,Karachi,Female,18-24,0,9/28/2025
1140,Mahira,0,Desktop,Karachi,Female,35-44,0,9/3/2025
1141,Mahira,0,Desktop,Karachi,Female,35-44,0,9/5/2025
1142,Mahira,0,Mobile,Karachi,Male,35-44,0,9/9/2025
1143,Babar,0,Mobile,Lahore,Female,35-44,0,9/19/2025
1144,Mahira,1,Tablet,Karachi,Female,35-44,0,9/23/2025
1145,Babar,0,Mobile,Lahore,Male,35-44,0,9/14/2025
1146,Babar,0,Tablet,Islamabad,Female,35-44,0,9/15/2025
1147,Babar,0,Tablet,Lahore,Female,25-34,0,9/5/2025
1148,Babar,0,Desktop,Lahore,Male,25-34,0,9/10/2025
1149,Mahira,0,Desktop,Islamabad,Male,35-44,0,9/9/2025
1150,Babar,0,Desktop,Karachi,Male,25-34,0,9/6/2025
1151,Babar,0,Mobile,Lahore,Female,35-44,0,9/27/2025
1152,Babar,0,Tablet,Karachi,Male,25-34,0,9/11/2025
1153,Mahira,0,Desktop,Karachi,Female,18-24,0,9/28/2025
1154,Babar,0,Mobile,Lahore,Female,25-34,0,9/7/2025
1155,Babar,0,Mobile,Karachi,Female,35-44,0,9/6/2025
1156,Babar,0,Desktop,Karachi,Male,35-44,0,9/15/2025
1157,Mahira,0,Tablet,Karachi,Female,35-44,0,9/26/2025
1158,Mahira,0,Mobile,Karachi,Female,35-44,0,9/12/2025
1159,Babar,0,Desktop,Karachi,Female,25-34,0,9/5/2025
1160,Babar,0,Desktop,Lahore,Male,35-44,0,9/10/2025
1161,Babar,0,Desktop,Islamabad,Male,25-34,0,9/30/2025
1162,Mahira,0,Desktop,Islamabad,Female,35-44,0,9/25/2025
1163,Mahira,0,Desktop,Islamabad,Male,25-34,0,9/26/2025
1164,Mahira,0,Mobile,Islamabad,Female,25-34,0,9/7/2025
1165,Babar,0,Tablet,Karachi,Female,18-24,0,9/24/2025
1166,Mahira,0,Mobile,Islamabad,Male,18-24,0,9/15/2025
1167,Babar,0,Mobile,Islamabad,Female,18-24,0,9/20/2025
1168,Babar,0,Desktop,Karachi,Female,35-44,0,9/11/2025
1169,Babar,1,Mobile,Karachi,Female,35-44,1,9/3/2025
1170,Babar,0,Mobile,Karachi,Female,35-44,0,9/15/2025
1171,Mahira,0,Tablet,Karachi,Female,18-24,0,9/28/2025
1172,Babar,0,Tablet,Karachi,Female,25-34,0,9/23/2025
1173,Mahira,0,Desktop,Lahore,Female,25-34,0,9/13/2025
1174,Mahira,0,Desktop,Islamabad,Female,35-44,0,9/13/2025
1175,Mahira,0,Mobile,Karachi,Male,25-34,0,9/9/2025
1176,Babar,0,Mobile,Islamabad,Female,25-34,0,9/21/2025
1177,Mahira,0,Desktop,Karachi,Female,35-44,0,9/30/2025
1178,Mahira,0,Tablet,Karachi,Female,35-44,0,9/26/2025
1179,Mahira,0,Desktop,Islamabad,Female,35-44,0,9/17/2025
1180,Babar,0,Tablet,Lahore,Female,25-34,0,9/19/2025
1181,Babar,0,Tablet,Lahore,Male,18-24,0,9/22/2025
1182,Babar,1,Desktop,Lahore,Male,35-44,0,9/12/2025
1183,Babar,0,Mobile,Karachi,Male,25-34,0,9/26/2025
1184,Mahira,0,Desktop,Lahore,Male,18-24,0,9/3/2025
1185,Mahira,0,Tablet,Karachi,Female,35-44,0,9/24/2025
1186,Babar,0,Mobile,Islamabad,Male,35-44,0,9/9/2025
1187,Babar,0,Desktop,Karachi,Female,35-44,0,9/16/2025
1188,Babar,0,Mobile,Karachi,Female,25-34,0,9/6/2025
1189,Babar,0,Mobile,Lahore,Female,25-34,0,9/4/2025
1190,Babar,0,Desktop,Islamabad,Male,25-34,0,9/28/2025
1191,Babar,0,Tablet,Islamabad,Female,25-34,0,9/6/2025
1192,Babar,0,Desktop,Lahore,Male,35-44,0,9/21/2025
1193,Mahira,1,Desktop,Karachi,Female,18-24,0,9/11/2025
1194,Babar,0,Tablet,Islamabad,Male,25-34,0,9/25/2025
1195,Babar,0,Tablet,Lahore,Male,18-24,0,9/14/2025
1196,Babar,0,Desktop,Karachi,Female,18-24,0,9/4/2025
1197,Babar,0,Desktop,Karachi,Female,35-44,0,9/11/2025
1198,Babar,0,Desktop,Karachi,Male,25-34,0,9/16/2025
1199,Babar,1,Tablet,Lahore,Female,25-34,0,9/22/2025
1200,Babar,0,Mobile,Lahore,Female,35-44,0,9/8/2025
1201,Babar,0,Tablet,Islamabad,Female,25-34,0,9/2/2025
1202,Babar,0,Desktop,Lahore,Male,25-34,0,9/25/2025
1203,Mahira,0,Mobile,Islamabad,Female,25-34,0,9/21/2025
1204,Babar,0,Mobile,Karachi,Female,25-34,0,9/5/2025
1205,Babar,0,Desktop,Karachi,Female,25-34,0,9/19/2025
1206,Mahira,0,Desktop,Lahore,Female,25-34,0,9/12/2025
1207,Babar,0,Tablet,Lahore,Female,18-24,0,9/30/2025
1208,Babar,0,Tablet,Islamabad,Female,35-44,0,9/6/2025
1209,Babar,1,Mobile,Lahore,Male,35-44,1,9/13/2025
1210,Mahira,0,Mobile,Islamabad,Male,18-24,0,9/18/2025
1211,Babar,0,Mobile,Karachi,Female,25-34,0,9/26/2025
1212,Mahira,1,Tablet,Lahore,Male,18-24,1,9/13/2025
1213,Babar,0,Mobile,Lahore,Female,35-44,0,9/22/2025
1214,Babar,0,Mobile,Lahore,Male,25-34,0,9/21/2025
1215,Mahira,0,Tablet,Lahore,Female,18-24,0,9/16/2025
1216,Babar,0,Tablet,Karachi,Male,35-44,0,9/20/2025
1217,Babar,0,Tablet,Karachi,Male,35-44,0,9/16/2025
1218,Babar,0,Tablet,Lahore,Male,35-44,0,9/14/2025
1219,Babar,1,Desktop,Islamabad,Female,18-24,1,9/27/2025
1220,Babar,0,Tablet,Islamabad,Male,18-24,0,9/27/2025
1221,Babar,0,Desktop,Karachi,Male,35-44,0,9/29/2025
1222,Mahira,0,Mobile,Karachi,Female,18-24,0,9/16/2025
1223,Babar,0,Desktop,Lahore,Female,18-24,0,9/27/2025
1224,Mahira,0,Mobile,Lahore,Female,35-44,0,9/19/2025
1225,Mahira,0,Desktop,Karachi,Female,35-44,0,9/2/2025
1226,Babar,0,Mobile,Lahore,Female,18-24,0,9/6/2025
1227,Mahira,1,Mobile,Lahore,Female,25-34,0,9/14/2025
1228,Babar,0,Desktop,Karachi,Male,25-34,0,9/29/2025
1229,Babar,0,Mobile,Lahore,Female,25-34,0,9/8/2025
1230,Mahira,0,Mobile,Lahore,Male,18-24,0,9/5/2025
1231,Mahira,0,Tablet,Lahore,Male,18-24,0,9/28/2025
1232,Mahira,0,Mobile,Lahore,Female,25-34,0,9/2/2025
1233,Babar,0,Tablet,Karachi,Male,18-24,0,9/5/2025
1234,Babar,0,Tablet,Islamabad,Male,35-44,0,9/23/2025
1235,Mahira,0,Tablet,Karachi,Female,25-34,0,9/28/2025
1236,Babar,0,Desktop,Karachi,Female,18-24,0,9/30/2025
1237,Babar,0,Tablet,Karachi,Female,18-24,0,9/4/2025
1238,Mahira,0,Tablet,Lahore,Male,25-34,0,9/16/2025
1239,Mahira,0,Tablet,Karachi,Male,35-44,0,9/15/2025
1240,Mahira,0,Tablet,Lahore,Male,25-34,0,9/23/2025
1241,Babar,0,Mobile,Karachi,Male,35-44,0,9/27/2025
1242,Mahira,1,Desktop,Lahore,Female,25-34,0,9/27/2025
1243,Babar,1,Desktop,Lahore,Male,18-24,0,9/23/2025
1244,Mahira,0,Tablet,Karachi,Male,35-44,0,9/17/2025
1245,Babar,1,Desktop,Karachi,Male,25-34,0,9/28/2025
1246,Mahira,0,Desktop,Karachi,Female,25-34,0,9/29/2025
1247,Babar,0,Desktop,Karachi,Male,35-44,0,9/26/2025
1248,Mahira,0,Mobile,Lahore,Male,25-34,0,9/16/2025
1249,Mahira,0,Tablet,Karachi,Female,18-24,0,9/29/2025
1250,Mahira,0,Mobile,Islamabad,Female,18-24,0,9/29/2025
1251,Babar,0,Tablet,Karachi,Male,25-34,0,9/25/2025
1252,Mahira,0,Mobile,Lahore,Female,25-34,0,9/6/2025
1253,Babar,0,Tablet,Islamabad,Female,35-44,0,9/1/2025
1254,Mahira,0,Desktop,Lahore,Female,35-44,0,9/9/2025
1255,Babar,0,Tablet,Islamabad,Female,25-34,0,9/13/2025
1256,Mahira,0,Desktop,Lahore,Male,18-24,0,9/8/2025
1257,Mahira,0,Tablet,Islamabad,Male,35-44,0,9/8/2025
1258,Mahira,0,Tablet,Karachi,Female,35-44,0,9/14/2025
1259,Babar,0,Mobile,Islamabad,Male,35-44,0,9/5/2025
1260,Babar,0,Desktop,Karachi,Female,25-34,0,9/6/2025
1261,Mahira,0,Tablet,Islamabad,Female,25-34,0,9/26/2025
1262,Babar,0,Mobile,Lahore,Male,35-44,0,9/1/2025
1263,Mahira,0,Tablet,Karachi,Female,35-44,0,9/28/2025
1264,Babar,0,Tablet,Islamabad,Male,35-44,0,9/16/2025
1265,Babar,0,Tablet,Islamabad,Female,25-34,0,9/19/2025
1266,Babar,0,Tablet,Islamabad,Female,25-34,0,9/16/2025
1267,Babar,0,Desktop,Karachi,Female,35-44,0,9/12/2025
1268,Babar,0,Desktop,Lahore,Male,35-44,0,9/2/2025
1269,Mahira,0,Tablet,Lahore,Female,18-24,0,9/17/2025
1270,Babar,0,Tablet,Islamabad,Male,25-34,0,9/21/2025
1271,Babar,0,Desktop,Islamabad,Female,18-24,0,9/18/2025
1272,Babar,0,Tablet,Karachi,Female,18-24,0,9/21/2025
1273,Mahira,0,Mobile,Karachi,Male,35-44,0,9/13/2025
1274,Mahira,0,Tablet,Lahore,Female,35-44,0,9/2/2025
1275,Babar,0,Desktop,Karachi,Male,18-24,0,9/11/2025
1276,Mahira,1,Desktop,Karachi,Female,35-44,0,9/29/2025
1277,Mahira,0,Desktop,Islamabad,Female,35-44,0,9/20/2025
1278,Mahira,0,Tablet,Islamabad,Female,35-44,0,9/22/2025
1279,Mahira,0,Desktop,Islamabad,Female,18-24,0,9/20/2025
1280,Babar,0,Tablet,Islamabad,Male,35-44,0,9/3/2025
1281,Mahira,0,Desktop,Islamabad,Female,18-24,0,9/5/2025
1282,Mahira,0,Tablet,Lahore,Male,18-24,0,9/17/2025
1283,Babar,0,Tablet,Islamabad,Female,18-24,0,9/30/2025
1284,Babar,0,Tablet,Lahore,Female,35-44,0,9/15/2025
1285,Mahira,0,Mobile,Lahore,Male,35-44,0,9/5/2025
1286,Mahira,0,Tablet,Lahore,Female,35-44,0,9/3/2025
1287,Babar,0,Mobile,Karachi,Female,25-34,0,9/16/2025
1288,Mahira,0,Mobile,Lahore,Male,18-24,0,9/29/2025
1289,Mahira,0,Desktop,Islamabad,Female,18-24,0,9/10/2025
1290,Babar,0,Desktop,Islamabad,Male,25-34,0,9/10/2025
1291,Mahira,0,Mobile,Karachi,Female,25-34,0,9/13/2025
1292,Babar,0,Desktop,Karachi,Male,35-44,0,9/4/2025
1293,Mahira,0,Tablet,Karachi,Female,25-34,0,9/26/2025
1294,Babar,0,Mobile,Lahore,Male,25-34,0,9/28/2025
1295,Babar,0,Mobile,Karachi,Male,18-24,0,9/17/2025
1296,Babar,0,Desktop,Lahore,Male,25-34,0,9/29/2025
1297,Babar,0,Desktop,Islamabad,Female,18-24,0,9/15/2025
1298,Mahira,0,Tablet,Karachi,Female,35-44,0,9/16/2025
1299,Mahira,0,Tablet,Karachi,Male,35-44,0,9/26/2025
1300,Mahira,0,Desktop,Islamabad,Male,35-44,0,9/26/2025
1301,Babar,0,Desktop,Islamabad,Female,18-24,0,9/1/2025
1302,Mahira,0,Desktop,Karachi,Male,35-44,0,9/6/2025
1303,Mahira,0,Desktop,Karachi,Male,18-24,0,9/9/2025
1304,Mahira,0,Mobile,Islamabad,Female,25-34,0,9/18/2025
1305,Babar,0,Mobile,Karachi,Female,35-44,0,9/1/2025
1306,Mahira,1,Tablet,Lahore,Male,35-44,1,9/26/2025
1307,Mahira,1,Mobile,Islamabad,Male,18-24,0,9/5/2025
1308,Mahira,0,Tablet,Karachi,Male,35-44,0,9/29/2025
1309,Babar,0,Tablet,Lahore,Female,35-44,0,9/5/2025
1310,Mahira,0,Tablet,Islamabad,Male,18-24,0,9/12/2025
1311,Mahira,0,Tablet,Islamabad,Female,18-24,0,9/3/2025
1312,Mahira,0,Mobile,Lahore,Female,35-44,0,9/22/2025
1313,Babar,0,Tablet,Lahore,Male,18-24,0,9/23/2025
1314,Babar,0,Desktop,Karachi,Female,18-24,0,9/8/2025
1315,Babar,0,Desktop,Karachi,Male,18-24,0,9/16/2025
1316,Babar,0,Mobile,Karachi,Female,18-24,0,9/14/2025
1317,Mahira,0,Tablet,Karachi,Male,18-24,0,9/14/2025
1318,Mahira,0,Desktop,Lahore,Male,25-34,0,9/15/2025
1319,Mahira,0,Desktop,Islamabad,Male,18-24,0,9/9/2025
1320,Babar,0,Mobile,Lahore,Male,18-24,0,9/9/2025
1321,Babar,0,Desktop,Lahore,Female,18-24,0,9/6/2025
1322,Babar,0,Desktop,Karachi,Female,25-34,0,9/4/2025
1323,Babar,1,Tablet,Lahore,Male,25-34,0,9/26/2025
1324,Babar,0,Tablet,Karachi,Male,35-44,0,9/2/2025
1325,Mahira,0,Mobile,Karachi,Female,25-34,0,9/23/2025
1326,Mahira,1,Desktop,Lahore,Male,35-44,0,9/16/2025
1327,Babar,1,Mobile,Islamabad,Male,18-24,0,9/26/2025
1328,Babar,1,Desktop,Lahore,Female,18-24,1,9/28/2025
1329,Mahira,0,Tablet,Karachi,Female,35-44,0,9/17/2025
1330,Babar,0,Mobile,Lahore,Female,25-34,0,9/23/2025
1331,Mahira,0,Desktop,Lahore,Male,25-34,0,9/8/2025
1332,Mahira,0,Desktop,Karachi,Female,18-24,0,9/21/2025
1333,Babar,0,Tablet,Lahore,Male,25-34,0,9/7/2025
1334,Babar,0,Tablet,Islamabad,Male,35-44,0,9/12/2025
1335,Babar,0,Mobile,Karachi,Female,35-44,0,9/17/2025
1336,Mahira,0,Desktop,Lahore,Female,18-24,0,9/13/2025
1337,Mahira,1,Desktop,Lahore,Female,25-34,0,9/29/2025
1338,Babar,0,Desktop,Islamabad,Female,18-24,0,9/24/2025
1339,Mahira,0,Tablet,Lahore,Female,18-24,0,9/5/2025
1340,Mahira,0,Tablet,Islamabad,Female,25-34,0,9/17/2025
1341,Mahira,0,Desktop,Lahore,Female,18-24,0,9/17/2025
1342,Mahira,0,Mobile,Karachi,Female,35-44,0,9/15/2025
1343,Babar,0,Mobile,Islamabad,Male,25-34,0,9/26/2025
1344,Mahira,1,Desktop,Islamabad,Female,25-34,1,9/25/2025
1345,Babar,0,Desktop,Lahore,Female,25-34,0,9/30/2025
1346,Babar,0,Tablet,Lahore,Female,25-34,0,9/14/2025
1347,Mahira,0,Mobile,Lahore,Female,25-34,0,9/19/2025
1348,Mahira,0,Tablet,Islamabad,Male,35-44,0,9/24/2025
1349,Mahira,0,Desktop,Lahore,Female,35-44,0,9/2/2025
1350,Babar,1,Mobile,Lahore,Male,35-44,0,9/8/2025
1351,Babar,0,Desktop,Karachi,Female,25-34,0,9/4/2025
1352,Babar,1,Tablet,Lahore,Male,18-24,1,9/22/2025
1353,Mahira,0,Mobile,Karachi,Female,25-34,0,9/9/2025
1354,Mahira,0,Mobile,Karachi,Female,35-44,0,9/5/2025
1355,Babar,0,Desktop,Karachi,Female,25-34,0,9/28/2025
1356,Mahira,0,Tablet,Islamabad,Female,25-34,0,9/21/2025
1357,Babar,0,Desktop,Lahore,Male,25-34,0,9/2/2025
1358,Babar,1,Mobile,Karachi,Female,35-44,0,9/29/2025
1359,Babar,0,Desktop,Karachi,Female,18-24,0,9/29/2025
1360,Babar,0,Mobile,Islamabad,Female,25-34,0,9/20/2025
1361,Mahira,0,Tablet,Islamabad,Male,25-34,0,9/17/2025
1362,Babar,0,Tablet,Islamabad,Male,18-24,0,9/25/2025
1363,Babar,1,Mobile,Islamabad,Male,18-24,0,9/10/2025
1364,Babar,1,Tablet,Islamabad,Male,35-44,1,9/2/2025
1365,Babar,0,Mobile,Karachi,Female,35-44,0,9/22/2025
1366,Babar,0,Tablet,Lahore,Female,25-34,0,9/12/2025
1367,Mahira,0,Desktop,Islamabad,Female,25-34,0,9/3/2025
1368,Babar,0,Desktop,Lahore,Female,35-44,0,9/24/2025
1369,Mahira,0,Desktop,Karachi,Female,35-44,0,9/8/2025
1370,Mahira,1,Mobile,Karachi,Male,18-24,1,9/4/2025
1371,Mahira,1,Mobile,Lahore,Female,35-44,0,9/23/2025
1372,Babar,0,Mobile,Islamabad,Male,18-24,0,9/18/2025
1373,Mahira,0,Desktop,Islamabad,Male,35-44,0,9/1/2025
1374,Babar,0,Desktop,Karachi,Male,25-34,0,9/25/2025
1375,Babar,0,Mobile,Islamabad,Male,25-34,0,9/8/2025
1376,Mahira,0,Mobile,Islamabad,Male,35-44,0,9/13/2025
1377,Babar,0,Tablet,Lahore,Male,35-44,0,9/24/2025
1378,Babar,0,Tablet,Islamabad,Male,25-34,0,9/21/2025
1379,Babar,1,Mobile,Lahore,Female,25-34,1,9/14/2025
1380,Babar,0,Desktop,Karachi,Female,35-44,0,9/22/2025
1381,Babar,0,Desktop,Lahore,Male,25-34,0,9/2/2025
1382,Babar,1,Mobile,Lahore,Female,18-24,0,9/3/2025
1383,Babar,0,Tablet,Karachi,Female,35-44,0,9/10/2025
1384,Babar,0,Tablet,Lahore,Female,18-24,0,9/4/2025
1385,Mahira,0,Mobile,Islamabad,Female,25-34,0,9/30/2025
1386,Babar,0,Tablet,Islamabad,Male,35-44,0,9/3/2025
1387,Mahira,0,Desktop,Islamabad,Male,25-34,0,9/28/2025
1388,Mahira,1,Desktop,Islamabad,Male,35-44,0,9/23/2025
1389,Babar,0,Tablet,Karachi,Female,25-34,0,9/2/2025
1390,Mahira,0,Mobile,Lahore,Female,18-24,0,9/29/2025
1391,Babar,0,Desktop,Lahore,Male,25-34,0,9/30/2025
1392,Babar,0,Tablet,Islamabad,Male,25-34,0,9/20/2025
1393,Mahira,0,Mobile,Lahore,Female,18-24,0,9/2/2025
1394,Mahira,0,Tablet,Karachi,Male,18-24,0,9/26/2025
1395,Babar,0,Tablet,Islamabad,Female,25-34,0,9/3/2025
1396,Mahira,0,Desktop,Lahore,Male,35-44,0,9/6/2025
1397,Babar,0,Mobile,Karachi,Female,25-34,0,9/19/2025
1398,Mahira,0,Desktop,Islamabad,Female,35-44,0,9/13/2025
1399,Mahira,0,Mobile,Karachi,Male,18-24,0,9/21/2025
1400,Mahira,0,Desktop,Islamabad,Female,35-44,0,9/5/2025
1401,Mahira,0,Desktop,Islamabad,Female,25-34,0,9/2/2025
1402,Mahira,0,Desktop,Islamabad,Female,18-24,0,9/25/2025
1403,Babar,0,Mobile,Lahore,Male,35-44,0,9/8/2025
1404,Mahira,0,Mobile,Lahore,Male,25-34,0,9/19/2025
1405,Mahira,0,Desktop,Lahore,Male,25-34,0,9/22/2025
1406,Babar,0,Desktop,Karachi,Male,25-34,0,9/27/2025
1407,Babar,0,Desktop,Karachi,Female,18-24,0,9/24/2025
1408,Mahira,0,Mobile,Islamabad,Female,35-44,0,9/15/2025
1409,Mahira,0,Mobile,Islamabad,Female,35-44,0,9/2/2025
1410,Mahira,0,Mobile,Karachi,Female,25-34,0,9/15/2025
1411,Babar,0,Tablet,Islamabad,Male,25-34,0,9/12/2025
1412,Babar,0,Tablet,Karachi,Male,25-34,0,9/20/2025
1413,Babar,0,Tablet,Karachi,Male,18-24,0,9/28/2025
1414,Mahira,0,Mobile,Karachi,Male,25-34,0,9/21/2025
1415,Mahira,0,Desktop,Lahore,Female,25-34,0,9/11/2025
1416,Babar,0,Tablet,Karachi,Female,18-24,0,9/19/2025
1417,Babar,0,Tablet,Karachi,Female,18-24,0,9/4/2025
1418,Babar,0,Mobile,Lahore,Female,35-44,0,9/9/2025
1419,Babar,0,Desktop,Islamabad,Female,18-24,0,9/5/2025
1420,Mahira,1,Mobile,Lahore,Female,18-24,0,9/9/2025
1421,Mahira,0,Mobile,Karachi,Male,18-24,0,9/12/2025
1422,Babar,0,Tablet,Karachi,Female,25-34,0,9/7/2025
1423,Babar,0,Mobile,Karachi,Male,35-44,0,9/8/2025
1424,Babar,0,Tablet,Islamabad,Female,18-24,0,9/30/2025
1425,Babar,0,Tablet,Islamabad,Male,25-34,0,9/4/2025
1426,Mahira,0,Desktop,Karachi,Female,18-24,0,9/4/2025
1427,Mahira,0,Tablet,Islamabad,Male,35-44,0,9/28/2025
1428,Babar,0,Desktop,Lahore,Female,18-24,0,9/16/2025
1429,Babar,0,Mobile,Karachi,Male,35-44,0,9/30/2025
1430,Babar,0,Tablet,Karachi,Female,35-44,0,9/27/2025
1431,Babar,0,Mobile,Lahore,Male,25-34,0,9/23/2025
1432,Mahira,0,Tablet,Islamabad,Male,18-24,0,9/27/2025
1433,Babar,0,Tablet,Lahore,Female,18-24,0,9/8/2025
1434,Babar,0,Mobile,Islamabad,Male,35-44,0,9/9/2025
1435,Mahira,0,Mobile,Lahore,Male,35-44,0,9/25/2025
1436,Babar,0,Mobile,Islamabad,Female,25-34,0,9/6/2025
1437,Mahira,0,Tablet,Karachi,Female,18-24,0,9/26/2025
1438,Babar,0,Desktop,Lahore,Female,25-34,0,9/13/2025
1439,Babar,0,Desktop,Islamabad,Female,25-34,0,9/7/2025
1440,Mahira,0,Tablet,Lahore,Female,35-44,0,9/9/2025
1441,Babar,0,Desktop,Karachi,Female,35-44,0,9/1/2025
1442,Mahira,0,Mobile,Karachi,Female,25-34,0,9/29/2025
1443,Mahira,1,Desktop,Lahore,Female,18-24,1,9/28/2025
1444,Babar,0,Mobile,Karachi,Female,18-24,0,9/5/2025
1445,Babar,0,Tablet,Lahore,Female,35-44,0,9/18/2025
1446,Babar,0,Tablet,Islamabad,Male,35-44,0,9/25/2025
1447,Babar,0,Tablet,Karachi,Male,35-44,0,9/2/2025
1448,Babar,0,Desktop,Islamabad,Female,35-44,0,9/3/2025
1449,Mahira,1,Desktop,Karachi,Female,35-44,0,9/3/2025
1450,Mahira,0,Tablet,Islamabad,Male,35-44,0,9/28/2025
1451,Mahira,0,Desktop,Karachi,Female,35-44,0,9/2/2025
1452,Babar,0,Mobile,Lahore,Male,35-44,0,9/12/2025
1453,Mahira,0,Desktop,Islamabad,Male,25-34,0,9/26/2025
1454,Mahira,1,Mobile,Lahore,Female,18-24,0,9/21/2025
1455,Mahira,0,Tablet,Lahore,Male,35-44,0,9/9/2025
1456,Babar,0,Mobile,Lahore,Male,18-24,0,9/11/2025
1457,Mahira,0,Desktop,Lahore,Female,25-34,0,9/25/2025
1458,Mahira,0,Desktop,Islamabad,Female,35-44,0,9/1/2025
1459,Babar,0,Desktop,Islamabad,Male,25-34,0,9/18/2025
1460,Babar,0,Desktop,Karachi,Female,25-34,0,9/6/2025
1461,Babar,0,Desktop,Islamabad,Female,35-44,0,9/24/2025
1462,Mahira,0,Mobile,Islamabad,Male,25-34,0,9/8/2025
1463,Mahira,0,Desktop,Lahore,Female,18-24,0,9/11/2025
1464,Mahira,1,Desktop,Lahore,Female,25-34,0,9/28/2025
1465,Mahira,0,Mobile,Karachi,Male,35-44,0,9/6/2025
1466,Babar,0,Desktop,Lahore,Female,25-34,0,9/15/2025
1467,Mahira,0,Tablet,Lahore,Male,25-34,0,9/23/2025
1468,Babar,0,Mobile,Lahore,Female,18-24,0,9/20/2025
1469,Babar,0,Desktop,Karachi,Female,18-24,0,9/20/2025
1470,Mahira,0,Tablet,Karachi,Male,35-44,0,9/27/2025
1471,Babar,1,Mobile,Karachi,Male,25-34,0,9/11/2025
1472,Mahira,0,Tablet,Karachi,Female,18-24,0,9/17/2025
1473,Mahira,0,Desktop,Islamabad,Female,35-44,0,9/11/2025
1474,Mahira,0,Mobile,Karachi,Male,18-24,0,9/24/2025
1475,Mahira,0,Mobile,Lahore,Male,35-44,0,9/28/2025
1476,Babar,0,Mobile,Karachi,Male,25-34,0,9/10/2025
1477,Mahira,0,Desktop,Lahore,Male,18-24,0,9/17/2025
1478,Mahira,0,Tablet,Lahore,Male,25-34,0,9/7/2025
1479,Babar,0,Desktop,Karachi,Female,35-44,0,9/7/2025
1480,Babar,0,Mobile,Islamabad,Male,25-34,0,9/30/2025
1481,Babar,0,Tablet,Islamabad,Male,25-34,0,9/30/2025
1482,Babar,0,Tablet,Karachi,Male,18-24,0,9/30/2025
1483,Babar,0,Desktop,Lahore,Male,35-44,0,9/29/2025
1484,Mahira,0,Tablet,Lahore,Female,25-34,0,9/27/2025
1485,Mahira,0,Desktop,Islamabad,Female,18-24,0,9/6/2025
1486,Babar,0,Desktop,Karachi,Female,18-24,0,9/1/2025
1487,Babar,0,Desktop,Islamabad,Male,18-24,0,9/8/2025
1488,Babar,0,Tablet,Islamabad,Female,18-24,0,9/27/2025
1489,Babar,0,Desktop,Karachi,Male,18-24,0,9/8/2025
1490,Mahira,1,Tablet,Islamabad,Female,18-24,0,9/29/2025
1491,Babar,0,Desktop,Lahore,Female,25-34,0,9/22/2025
1492,Mahira,0,Tablet,Lahore,Male,18-24,0,9/11/2025
1493,Babar,0,Tablet,Lahore,Male,25-34,0,9/1/2025
1494,Mahira,0,Tablet,Karachi,Male,25-34,0,9/2/2025
1495,Babar,0,Tablet,Islamabad,Female,18-24,0,9/26/2025
1496,Mahira,0,Tablet,Lahore,Female,18-24,0,9/12/2025
1497,Mahira,0,Tablet,Islamabad,Male,25-34,0,9/7/2025
1498,Babar,0,Tablet,Islamabad,Female,35-44,0,9/10/2025
1499,Babar,0,Desktop,Karachi,Female,18-24,0,9/14/2025
1500,Babar,0,Tablet,Lahore,Male,35-44,0,9/22/2025
1501,Mahira,0,Tablet,Lahore,Male,18-24,0,9/4/2025
1502,Babar,0,Mobile,Lahore,Male,25-34,0,9/27/2025
1503,Mahira,0,Desktop,Islamabad,Male,18-24,0,9/4/2025
1504,Babar,0,Desktop,Islamabad,Female,18-24,0,9/18/2025
1505,Mahira,0,Mobile,Islamabad,Male,18-24,0,9/20/2025
1506,Babar,0,Mobile,Lahore,Female,25-34,0,9/2/2025
1507,Mahira,0,Desktop,Karachi,Male,18-24,0,9/28/2025
1508,Babar,0,Mobile,Lahore,Male,25-34,0,9/9/2025
1509,Mahira,0,Mobile,Islamabad,Female,35-44,0,9/6/2025
1510,Babar,0,Tablet,Lahore,Male,35-44,0,9/15/2025
1511,Babar,0,Tablet,Lahore,Male,18-24,0,9/18/2025
1512,Babar,0,Tablet,Islamabad,Male,35-44,0,9/17/2025
1513,Babar,0,Mobile,Islamabad,Female,18-24,0,9/10/2025
1514,Babar,0,Desktop,Islamabad,Female,18-24,0,9/21/2025
1515,Mahira,0,Tablet,Lahore,Male,35-44,0,9/9/2025
